entry_id	figure	panel	source	record_type	independent_unit	notes	sha256
creditfirst.support.68baa05b3c0e592d	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/configurations/condition_52_original.yaml	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	db4262ae253b9c84b7a43765ea26ce63ac80caffb720902c6f63940c91cd9a1d
creditfirst.support.e798a2209b3637d9	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/configurations/condition_53_extension.yaml	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	0d9211b90d708ef7c9333e64e63273f855f97748886187df7b3bcd71c0d92f78
creditfirst.support.6fefac8941e814e7	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/configurations/condition_53_original.yaml	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	38580ed91915efeb75a5f58c48c4f925be189d7ef2a2d8ed5f351f7dfcfbdbf7
creditfirst.support.345dc0368e154201	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/configurations/condition_54_extension.yaml	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	670ea512dcda3333588747745117f88d9c4cb2cba4386c76828c080aa4233764
creditfirst.support.6dea669e728d39cf	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/configurations/condition_54_original.yaml	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	34d7bf76e3727597dd02c2411720f443392ff44c8b556efe30e2a2df641e938a
creditfirst.support.5ade33e0ea22e0e3	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/configurations/condition_55_extension.yaml	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	1b2cbed5edf74d84e54b70f2b3a591093616075a5685a8d2f1478f430db766b1
creditfirst.support.13f5e6dfb462e2ed	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/configurations/condition_55_original.yaml	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	d7777d353fd342ec962a2c65c733354b57cd938e4ae243295f4d8111efd9988e
creditfirst.support.7e9ba7b0615f2db4	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/configurations/condition_56_extension.yaml	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	24fc2dc5be81367437298d939dcd41c301b8639fb10afd93bbafd2792a93d148
creditfirst.support.20c6c470056a49d0	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/configurations/condition_56_original.yaml	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	8befdff0560a4c2fbc9d41efe8a3716d8e2639bdc3bd9812fdb04a70c582b597
creditfirst.support.e1defa207873cc73	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/configurations/condition_57_extension.yaml	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	b7a59768efcf61d64dea26145b9fa7995260533d7a5ab835553ce8a0dba50600
creditfirst.support.6d16849c5616947b	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/configurations/condition_57_original.yaml	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	1edd47466817031985e68d7b154bcdbb4780dbdec1925bb64b030dfd9616e272
creditfirst.support.8221848e14cd2b4b	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/configurations/condition_58_extension.yaml	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	8bed8d927c9019253781f544e5d68e490aaf27d112720fb1bd66093d0297c0eb
creditfirst.support.81c9700e934a411c	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/configurations/condition_58_original.yaml	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	47a7a5a82e03ce01d05710c7496e04e0f71019d1b06ed716f52de04f4e27138c
creditfirst.support.85f53cf6bcf7c05c	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/configurations/condition_59_extension.yaml	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	b80373ffb00635d7eb8aeb6c48154b92232cab98b18f8adbac0f893ae74f89fd
creditfirst.support.b61a3bad27125707	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/configurations/condition_59_original.yaml	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	4e090429d78cc0f63e72e12fdb6e5848eb1b79d854cf39ba8481e7c6f622c6b9
creditfirst.support.89ed02e25453b4ee	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/environment_overlay.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	faf2fa3b36af97cd47f0042c9b786ca3bee137c8894c6216b0ff31f520e1f039
creditfirst.support.10a6379952a5dee9	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/export_validation.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	49a36cec411f519cd5fc6430e1a690c74ce92127b0c102394e53699829a31cbb
creditfirst.support.488593c96c233289	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/extension_budget_interactions.csv	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	e4e0ddd430b142a59bfdbc6e1055d5360760736ff43b97fe072c27dc8cbccec7
creditfirst.support.e7134ea653ef0de0	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/extension_checkpoint_validation.csv	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	61e4de0d7d5efd1d907075e108d8892e70546239373c265d86078d946d9ecc9e
creditfirst.support.0ded70bbb5a028c3	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/extension_endpoints.csv	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	00c2afec2bef483f19d7392bb1a10ecc306a404433d011f376c93ede181c602f
creditfirst.support.a0f6e927ddb2d7b1	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/extension_freeze.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	6ed537b7b2ef88329aaaa011dd9e2bacfccbef7dedff37963c478ae0df41a9c0
creditfirst.support.a70a4200a177a6f9	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/extension_jobs.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	962f9839f2572ad1e0db4d82c0d554b7b962ebd4bdc5d6abe2f2d7e2e4e12c3b
creditfirst.support.a68c2c277240bd36	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/extension_loss_contrasts.csv	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	4925b04bff049b9fc3971387543a98cef15cb416a2b93086d13bc8b89070760d
creditfirst.support.ad60cd8b81f2112b	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/extension_loss_seed_contrasts.csv	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	8c1660526cb1a0dbb8538562988957a14df5fc90d6cc9cb0383f510a0d67e883
creditfirst.support.e7b749f7bf6eaecd	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/extension_protocol.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	ba1ef873973a13a63bf669cce2949034cbce010c2da810722534f1b2c3520e07
creditfirst.support.8fb3bd91a026d6f7	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/extension_source_concordance.csv	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	357fb41a28375d3e5a883e58679d365f2fd745e1fd9fbc4b85cf7574cb3d77a8
creditfirst.support.e9c2b4100e6a6430	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/extension_summary.csv	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	d6cbc16391d10c7edf9bf432946662739b97116819b4c3928b77e52760ee7901
creditfirst.support.79cf0617c2f11b44	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/extension_validation.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	a8981cbee5b536553a2096d810e1196efdca2c6cc3b10b26d8c689f3680a08c0
creditfirst.support.f42187a139a28747	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/observed_epoch_metrics.csv	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	b2deb635af5dfc56ee9a8af24bd9cf8638ad5ea7a44baf4290ed7a60b20d5515
creditfirst.support.08a17938b1075b97	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/observed_training_histories.csv	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	7a3cd0353782bc2ffad0fb1c83f521f4f75570ab9da3e403bb97f08730aeb95b
creditfirst.support.4af0a9ad0a92347c	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/original_checkpoint_inventory.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	989e22cfe95900b8ac2d4479e10a6217868e3253c204566a9aa8e86889d8e494
creditfirst.support.24f122497ab33df4	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/original_epoch_audit.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	c6540468b47eb393848e7f1df492de5517cfe92f5ba2bef3f2b7d0dd0a1e2a9a
creditfirst.support.80f7144244c5bb5f	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/original_epoch_diagnostics.csv	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	59ae4f3981bb031ab56042345dafb3989c294e4c49b0c178a474550fa1f0b777
creditfirst.support.2d772b6ccfb799a6	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/original_epoch_summary.csv	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	e240a3a082e14b3bd2e1b0eb4ddec7666e0d068c29a1c96310b40a31d4b0bfd2
creditfirst.support.79a7c332620ac133	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/original_validation_trajectories.csv	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	bda724e3605cfcaca3db9bcaa0cc05521d0a8250bc276143948aa56e99e293a9
creditfirst.support.27680b1dca481188	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/raw_source_inventory.csv	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	eb482b64fefbd7c5aeae61c08e26ce1f930708a76ca3efc841d644a97a53126e
creditfirst.support.cb997aa569846ea7	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_00.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	095dab1e43b82b89ff8aa0f54eb8777d6429c16969fbf788c63dfc50766e3558
creditfirst.support.a780bef6eb2414fe	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_01.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	724ba545f586308f700177d2e0780fd7004a51ab35414e8be23fc2fba9efc720
creditfirst.support.9307938863308d78	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_02.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	a760f9d60b2b8c4024a5efa283c306b6ceba3885f6c12058386f167c9b0fa8e7
creditfirst.support.4b43f09439ba6dc2	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_03.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	0f3abb7decc139644ecabd559d1eb2d616daa10c78663e40e2d48902a7f4017a
creditfirst.support.bb224995962a7110	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_04.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	e2bd39e73c24720f918960cc37f7ef3ad824f1e0d87704f6328b4545e3f866c7
creditfirst.support.63749166f1aa5b78	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_05.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	a7d7ca66abdd9beb372876986bdecae382b2fbb58c2f7378192b624c3988d95e
creditfirst.support.bf9a51f485042928	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_06.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	bef35d4fe6d3dc7c68c5bb03097be08f8781d7fc5283f83ad6b5a2bcaa082b39
creditfirst.support.68ac3d01bdac4e66	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_07.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	b4a452c6f1d58c46c966032b5335efcea72b61d1251743a5270b3f707c845a0e
creditfirst.support.9b35f82185171f0f	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_08.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	88687c5570d8b0c66684bb17316b814fb51918dfcf75758c99ce8a650da406a9
creditfirst.support.c39cb0c672c874c7	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_09.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	c62eccebfb44a92e65c09730057efc0608841fc561229e0c5bc7d138aa20b73e
creditfirst.support.2d82de742aeaa3e7	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_10.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	a259d0b0687520b45b9f12eb46c9d48e920c32eedf3e79dde80a81df0e32315d
creditfirst.support.21ad3d36fa45ad7b	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_11.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	ac5a845e1c568c02f9821a3f5948c07c345b9ff4860b94527ca200848c131c60
creditfirst.support.d0039e4f9863af63	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_12.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	94fd6067bfff4892566eeba04745a4392986575cb3eda334c4b8288e06da52f5
creditfirst.support.09ea3d5dc1dd4609	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_13.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	d59daa803aa925ea3807b7c4adb2071664e4529d3c2507e38bce8065e0c8a3e5
creditfirst.support.9060939225e303e1	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_14.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	1aa9de16fcb5dcb36cc7e454acda6042c3c7973e2d6b850a0ed5877474adaafd
creditfirst.support.6abc9e9260062152	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_15.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	4d05715a48644d54bd7447e17a3b88f7b4360b1e8abac1deac0716cb0a38567d
creditfirst.support.bfcf2006f2b187c4	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_16.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	0377d29d9829b65d863cbb3d17111797bd0824b67469e099ebbefd96e7c3f69c
creditfirst.support.d6a9d65f0f7bc7a9	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_17.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	4de6128da437dfd7227c8eab11445c1038e6801f0b26bea521569d67cd5f8451
creditfirst.support.67ceb7a33d6d6289	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_18.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	4c53f14535181ccba9a03d1b30f756c15199cae5e2dabc8f73e7725f1e13f687
creditfirst.support.75f4f913f9461bda	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_19.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	35fdf0facd8b8692a81e1a34765d35e9a0eda533563cee22e060dbcd78fb1ab2
creditfirst.support.9aeb60e034de196b	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_20.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	9dc17c02138f449be6334323b297476ecd63b5581592a4eff7781b4b00497a18
creditfirst.support.d49f17c786a55cad	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_21.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	d24954fce2830f829b83811fb1982274ee24f2ca20f3b4e05fb03268eff324a6
creditfirst.support.90c1e665785937a5	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_22.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	597ec82e870ecfe88678ab60ce0b22d8e390a7b3b318b5dc37e3a59bdd268fea
creditfirst.support.21c45d2a0950d43e	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_23.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	185cb9a546536fa59c389b31c102fd9ff1b6cab20369506671dc836abe797271
creditfirst.support.a0c550268dd987df	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_24.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	137412769efeb491097cfc2de36b239224436107bc694e3ff8ed390fdec2a549
creditfirst.support.541cbc1af0478405	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_25.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	7af7a6125b8abd3cf354cb121daf5b39642bed9d6c727b47a932d3c9ac83f3fb
creditfirst.support.344fbd6975ff4415	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_26.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	6f84be762172ad399d6e6e790e10e606718e0f6384f1215642e82446693a3d4d
creditfirst.support.26a7c4134b1df985	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_27.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	d89df73851effd851b28dda2d2221f805e82bedef44d6b700b1831c5464a5e7e
creditfirst.support.7f89d9d32e626528	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_28.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	93eac2bfffcf6eb444b0fa4265135b6e8850334e220048cb3ff6b2194cdcbb2a
creditfirst.support.a1b634f4e0d22b3e	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_29.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	9b7b18cb8bf9e1b5026d6beb0d84638540796adf442f0f83d6348d06c72f65e6
creditfirst.support.55a5e1714e81841c	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_30.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	39a80ae2e5ecd236faef7c78b56684bc6bf152b564efad618b291e3256f0183f
creditfirst.support.ed1628b195724959	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_31.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	6126ba01ae704123dc7602da562beb2d5c0a6d4e7c50008167a06ff76b375d9b
creditfirst.support.3406642fd17babcf	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_32.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	387cc825ee0268229bce959e61b32cf7f20e4db93d8a5a5689343df57ee9f9a9
creditfirst.support.ce955d7301f03134	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_33.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	5503b5dcb827ad565ded9c76e5b482dbb43b6ae220aeb0703c046867a57e9ca0
creditfirst.support.de466b7dd8b6a934	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_34.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	a2856f88d5507ceb21993d4b321fbd8fa43c253ba81e198ef30e120b278f9f5b
creditfirst.support.d209e55626b8defe	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_35.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	4146eac14389b1376434b21bf0580433c9e00c52fe95dcba1573e571af3443fa
creditfirst.support.7d87b349e1dc2540	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_36.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	a83bcc814c483920594c66ebf3f0327211664a6808b2d09d8f2cdbf55a31866c
creditfirst.support.6285f3a92ce1126f	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_37.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	942db249f4b18c5ee4de4d30ee77a2b8727e1614f9b7fc649c442f1bfec08a4c
creditfirst.support.82c03311f089e63b	methods	supporting evidence and protocols	source_data/physical_depth_budget/canonical/run_records/condition_38.json	panel_source	paired training seed; original and extension kept distinct	Supporting experimental source or scientific protocol. Byte inventory; no plotted-panel association is inferred. Generating code and frozen choices are identified by the experimental protocol.	3c1f56abcbf6b7807415f1ece66f38a488be8ff4102b4155e47df36a8ef3ffe2
